TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,,
84,,
88,,
92,,
96,,
100,,
104,,
108,,
112,,
116,,
120,,
124,,
128,,
132,,
136,,
140,,
144,,
148,,
152,887.1764000000001,967.175
156,,
160,,
164,937.1756,796.9554
168,,
172,,
176,915.7461,769.4295999999999
180,880.6407,896.4841
184,1013.7362,914.4879
188,995.1651,838.7671
192,923.0091,753.7187
196,934.1639,779.5297
200,850.0400999999999,932.2402
204,968.7201,786.6281
208,846.6894,822.9719
212,890.9899,1109.0268
216,807.7842,970.6708
220,818.6267,877.8399999999999
224,780.2328,971.7755
228,927.9952,724.279
232,1058.0754,988.5617
236,889.9097,859.6021000000001
240,863.3893,928.1635
244,900.4832,858.5842
248,930.2503,827.7522
252,962.9527,936.21
256,905.0084,774.573
260,920.7269,821.1198999999999
264,951.2611,862.262
268,682.4649,1007.1277
272,838.5682,977.5634
276,1032.421,1003.0283
280,918.8783,930.4509
284,891.0372,798.4463000000001
288,879.6108,903.6852
292,1014.8745,918.9344
296,889.1337,871.7447
300,965.6358,918.0023
304,,
308,953.0696,912.1294
312,935.7594,1054.0041
316,887.4167,1061.5977
320,927.6431,903.3941
324,942.9478,1124.8898
328,892.4687,909.8182
332,968.8277,932.819
336,916.4897,990.7006
340,986.1796,971.1598
344,900.5326,875.4875999999999
348,923.2909,858.5595000000001
352,887.1650999999999,895.3067
356,905.8326,902.0217
360,905.1794,982.6534
364,949.2051,912.5177
368,964.6567,892.6013
372,861.344,846.9605
376,963.7452,973.6581
380,962.9433,996.8343
384,966.8488,962.6092
388,869.2867,926.5335
392,854.8282,855.6093000000001
396,980.8103,939.2787
400,945.6484,946.9181
404,804.2706000000001,719.7565
408,921.6552,863.5853
412,745.0838,961.9587
416,880.1,867.6616
420,918.134,924.7249
424,913.8578,867.6657
428,924.0865,896.9936
432,844.597,864.1807
