TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,,
84,,
88,,
92,880.4212,440.7349
96,876.7109,444.3108
100,878.2356,438.3791
104,,
108,,
112,884.9962,431.1933
116,,
120,,
124,880.4223,442.3963
128,,
132,,
136,872.1742,442.283
140,,
144,,
148,,
152,,
156,,
160,,
164,873.0215000000001,431.2127
168,,
172,872.1606,436.6521
176,872.0409999999999,437.4823
180,866.2634,432.7234
184,878.5201,428.5213
188,869.0113,435.6462
192,870.3711,440.2557
196,873.2653,435.827
200,870.8221,436.9057
204,865.0997,436.0623
208,868.9031,439.8097
212,865.6296,447.1097
216,871.6718,439.6823
220,875.6462,431.0053
224,870.3157,446.2835
228,868.0854,432.1854
232,873.0391999999999,439.9381
236,867.9342,436.964
240,868.7302,436.5913
244,872.3639000000001,443.0884
248,865.961,433.8137
252,869.7798,435.4712
256,865.8356,444.3834
260,870.5824,436.7997
264,874.1187,442.4264
268,867.3617,444.4464
272,869.6169,439.5239
276,868.2721,458.2688
280,872.2424,445.7438
284,871.3091,440.6481
288,878.756,439.3957
292,867.9809,461.5991
296,876.1071,445.2136
300,,
304,877.59,447.6657
308,872.7139,445.25
312,873.6239,454.7782
316,872.0035,455.4276
320,878.001,449.3908
324,879.448,448.6198
328,878.0671,447.7831
332,887.7515,443.0663
336,876.0691,452.1631
340,875.97,460.8453
344,875.2196,448.7231
348,873.4943,456.6054
352,875.9458999999999,455.1924
356,876.4297,448.8918
360,872.1438,448.6853
364,874.4472,457.6941
368,875.7975,455.7238
372,867.4529,450.6227
376,874.2372,452.8615
380,876.6896,449.9934
384,875.0308,460.3082
388,877.3031,440.2649
392,880.2226,456.6318
396,872.8745,452.2862
400,875.3693,456.7127
404,875.8735,455.1825
408,871.5563999999999,456.0021
412,875.1945000000001,449.2196
416,883.5446,450.8233
420,902.8035,452.2591
424,944.1342,452.904
