TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,,
84,,
88,,
92,929.6423,645.0414
96,,
100,903.8916,671.3380999999999
104,,
108,,
112,918.2314,648.2926
116,,
120,,
124,909.0228,662.755
128,,
132,,
136,956.6856,665.8946
140,,
144,,
148,909.84,662.9501
152,,
156,,
160,933.2337,661.7953
164,,
168,,
172,929.3872,652.9386
176,942.521,649.3362
180,949.9822,623.1239
184,948.3241,618.9795
188,910.6744,643.5211
192,926.6578,649.1193
196,940.2545,617.9189
200,939.194,621.6013
204,953.0534,614.583
208,935.4665,627.9363
212,943.9327,634.0907
216,942.1881,658.258
220,946.6322,607.886
224,955.2912,597.8026
228,923.7006,633.1724
232,936.8184,629.8077
236,935.427,622.0168
240,943.9458,615.6431
244,926.0924,616.6571
248,942.1279,623.6816
252,943.9029,620.6013
256,940.3056,616.8702
260,945.1324,607.2464
264,934.9723,648.9118
268,938.6594,616.9367
272,948.8255,629.0835
276,925.6112,597.8143
280,938.1049,621.7098
284,936.1579,593.2022
288,934.1462,636.0012
292,933.915,595.5669
296,940.0813,605.9224
300,939.0417,620.3931
304,943.7798,623.9124
308,940.5188,614.1273
312,931.1801,606.2344
316,943.2011,613.2978
320,934.501,614.1664
324,945.2332,644.8127
328,948.307,646.364
332,943.2435,627.3072999999999
336,941.3335,640.6161
340,975.6461,623.5246
344,939.4119,648.7946
348,931.3083,641.0515
352,938.8616,626.3435
356,939.4561,648.6894
360,943.1407,638.0218
364,934.0278,633.717
368,925.7783,641.472
372,932.6265,640.5306
376,964.1199,642.9755
380,930.0767,650.7197
384,940.9462,621.6414
388,936.1408,605.4886
392,938.7918,643.4543
396,934.9493,635.6007
400,935.9149,653.2582
404,926.4272,647.7189
408,946.4863,627.078
412,936.9232,656.8173
416,942.7525,623.3532
420,937.0631,625.9742
424,933.1719,635.2657
428,919.2688,609.4167
