TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,1022.7164,646.6993
84,,
88,,
92,,
96,,
100,,
104,,
108,,
112,,
116,,
120,,
124,,
128,,
132,,
136,,
140,,
144,,
148,,
152,,
156,1031.9485,643.5444
160,,
164,1031.5279,660.4341
168,1029.5834,661.787
172,1037.5396,611.9861
176,1029.2667,662.6486
180,1025.0541,655.2289
184,1019.759,662.7638
188,1027.8922,642.7348
192,1032.0909,641.3444
196,1034.5237,665.7610999999999
200,1034.4416,655.6813
204,1027.611,668.4734
208,1032.071,664.1969
212,1030.3322,661.4665
216,1042.0506,638.8891
220,1028.9042,659.633
224,1031.2356,653.3053
228,1027.581,654.9526
232,1028.1091,622.9262
236,1036.6845,658.5352
240,1035.1997,632.3719
244,1037.5079,662.371
248,1027.7271,663.747
252,1035.3869,620.8898
256,1032.5512,637.3441
260,1036.9191,651.2722
264,1039.3244,659.458
268,1035.1974,656.5105
272,1039.5765,629.487
276,1028.3904,661.3239
280,1022.7618,669.5824
284,1032.0132,640.0287
288,1029.7568,660.2729
292,1030.9408,678.274
296,1037.1554,639.1606
300,1030.7142,666.4853
304,1029.3526,660.5415
308,1031.99,661.247
312,1034.9659,666.5499
316,1028.4001,653.1084
320,1032.9315,659.8606
324,1033.2699,658.443
328,1045.1777,666.3063999999999
332,1025.2623,659.0705
336,1026.1758,671.972
340,1036.2504,668.138
344,1026.1339,684.1332
348,1034.0866,666.2312
352,1037.8994,701.4153
356,1038.2954,694.9744000000001
360,891.662,701.635
364,1036.0816,737.5068
368,873.7097,885.5104
372,872.6696,1049.7203
376,857.2459,1210.2068
380,823.0423000000001,1373.627
384,,
388,,
392,,
396,,
400,,
404,,
408,,
412,,
416,,
420,,
424,,
428,,
432,,
436,,
440,,
444,,
448,,
452,,
456,,
460,847.6239,1683.1203
464,867.3156,1599.0445
468,1165.722,1360.2281
