TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,957.8054,503.2259
80,954.2663,499.9139
84,957.8365,498.1608
88,,
92,,
96,961.6283,494.2257
100,,
104,,
108,968.7163,498.2099
112,,
116,,
120,964.5323,488.5823
124,,
128,,
132,956.3779,492.5857
136,,
140,,
144,966.6829,508.4241
148,,
152,,
156,957.2655,500.9837
160,951.6358,504.8088
164,962.8263,520.1098
168,954.4637,494.915
172,969.614,505.8717
176,958.2704,538.7937
180,967.4855,497.233
184,963.9761,505.9931
188,968.1149,503.6422
192,960.0946,514.6242
196,955.0927,509.7267
200,956.9534,511.7351
204,958.2613,509.9716
208,965.9692,510.8507
212,966.2302,517.0016
216,963.6182,504.1507
220,961.1609,519.8107
224,967.5984,525.1003
228,954.3095,521.559
232,960.7275,512.6016
236,955.503,507.3729
240,961.2426,528.2665
244,983.201,529.0645
248,1024.7316,528.7542
252,1045.381,515.656
256,1038.7835,505.5331
260,1055.7419,510.4262
264,1066.7515,520.7547
268,1190.1038,473.9438
272,1114.0953,502.9793
276,1125.538,509.0093
280,1119.4387,506.9222
284,1192.2872,470.4454
288,1190.6542,480.1412
292,1195.1996,469.1224
296,1215.9952,456.9064
300,1208.0441,461.1038
304,1205.5615,473.5478
308,1200.1999,450.9679
312,1216.3834,508.1029
316,1202.9977,478.5503
320,1212.6266,468.2734
324,1213.9165,486.1219
328,1204.3858,466.4616
332,1195.7891,468.4711
336,1212.7345,448.9265
340,1211.2305,477.2253
344,1200.2305,475.7442
348,1197.5178,466.4238
352,1214.6853,469.3291
356,1221.8363,465.0644
360,1204.6829,464.4591
364,1200.2078,472.3544
368,1209.8113,461.2562
372,1209.6493,478.9782
376,1184.1813,474.8477
380,1195.0953,467.5994
384,1211.7826,471.5574
388,1201.5535,452.256
392,1203.4725,450.4182
396,1190.3962,477.5577
400,1192.1152,464.6448
