TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,608.5183999999999,388.2035
80,,
84,,
88,,
92,,
96,,
100,,
104,,
108,,
112,,
116,,
120,,
124,,
128,,
132,,
136,,
140,,
144,,
148,,
152,,
156,605.4113,212.926
160,786.9073,511.1157
164,,
168,,
172,,
176,,
180,520.7685,199.7852
184,746.3757,482.6467
188,815.105,663.2603
192,609.3757,163.774
196,764.9246,516.6508
200,567.4027,239.2664
204,800.771,558.4793999999999
208,749.4753000000001,474.3658
212,678.4058,324.8289
216,,
220,728.8307,444.2008
224,553.3466000000001,174.9146
228,825.0562,486.1141
232,,
236,,
240,754.3987,469.569
244,,
248,658.9245000000001,138.1871
252,,
256,,
260,,
264,,
268,772.9291000000001,475.6116
272,515.0298,148.2115
276,799.0932,452.7631
280,855.3009,576.0825
284,771.4162,514.6777
288,,
292,728.2038,437.9515
296,761.4224,460.5258
300,793.3863,464.6285
304,746.8773,454.7329
308,764.6504,442.5397
312,,
316,,
320,866.1231,579.034
324,,
328,593.1156,191.2513
332,756.8221,455.6413
336,714.8697999999999,410.8767
340,,
344,758.461,454.744
348,,
352,,
356,,
360,501.9407,339.5038
364,581.7513,448.5361
368,585.9437,458.4513
372,630.2617,475.9733
376,655.4032,475.725
380,122.21429999999998,143.79469999999998
384,615.637,451.272
388,555.0723,282.5678
392,624.857,445.5048
396,619.9033,399.9019
400,421.7241,291.2278
404,619.4417000000001,436.9637
408,446.7016,332.5712
412,353.5792,242.0508
416,404.3173000000001,281.4006
420,595.8609,419.6473
424,383.6996,255.4948
428,404.2805,274.2759
432,434.2422,303.6153
436,632.1804,437.8834
440,391.8882,245.6201
444,682.6329000000001,453.5836
448,608.5837,433.0241
452,383.0176,245.8336
456,580.0964,426.8825
460,439.0673000000001,305.5951
464,590.7215,440.652
468,422.3461,277.2878
472,,
476,,
480,601.9837,426.3671
484,,
