TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,,
84,,
88,,
92,,
96,,
100,,
104,,
108,,
112,,
116,,
120,,
124,,
128,,
132,,
136,,
140,,
144,,
148,,
152,,
156,,
160,,
164,,
168,,
172,,
176,,
180,,
184,,
188,989.9237,488.2761
192,,
196,963.3883,532.8327
200,960.5728,492.4542
204,938.9132,495.3451
208,953.9955,519.6256
212,,
216,940.5758,470.7618
220,945.8917,499.6252
224,968.8785,510.9639
228,959.8605,495.0085
232,916.7591,478.1446
236,949.7964,513.7643
240,934.1322,494.7355
244,971.909,499.3421
248,954.6862,521.132
252,939.5297,494.0264
256,958.2005,518.1323
260,953.9909,511.0503
264,944.6144,511.7438
268,963.9283,506.964
272,957.285,493.2696
276,968.5713,499.2842
280,968.2163,487.5405
284,954.6119,512.7535
288,982.4572,475.8682
292,968.6126,504.4046
296,968.9945,509.2577
300,947.8635,534.6025
304,966.7809,499.601
308,973.8276,488.6141
312,928.0904,515.206
316,964.7995,505.4206
320,956.6563,496.1706
324,947.4542,528.1786
328,974.4068,493.3827
332,960.7194,524.2577
336,957.155,509.2636
340,938.7533,530.5166
344,936.841,532.2111
348,966.0461,519.03
352,956.7538,519.3862
356,965.9222,490.6124
360,963.0973,508.0784
364,1005.3487,518.3389
368,950.7485,469.2239
372,962.8986,505.7729
376,964.9681,509.9099
380,961.8339,504.5754
384,960.6192,504.5405
388,946.0203,486.3018
392,962.468,451.6115
396,956.7626,515.6368
400,980.8213,505.2483
404,983.3118,472.0133
408,992.6375,520.3352
412,987.9177,474.3187
416,949.9014,480.4128
420,987.1014,533.1413
424,985.2026,496.2689
428,986.7899,475.6032
432,980.7035,474.5351
436,978.5604,492.0525
440,979.3418,485.1759
444,989.1565,516.6159
448,983.1599,499.3803
452,990.3687,470.7918
456,995.7629,520.9438
460,997.8798,511.487
464,998.6307,521.4893
