TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,,
84,,
88,,
92,931.13,552.4876
96,933.0991,545.1328
100,926.8421,544.458
104,,
108,,
112,933.1324,549.2217
116,,
120,,
124,933.2624,535.9144
128,,
132,,
136,,
140,,
144,,
148,,
152,,
156,,
160,,
164,1040.9688,492.1389
168,,
172,1093.4696,451.9038
176,1099.3129,440.0643
180,1085.3926,434.607
184,1078.7021,427.0787
188,1069.8304,443.029
192,1068.0195,448.3918
196,1073.591,448.9018
200,1078.2977,443.2416
204,1079.4401,446.5385
208,1079.7563,444.3108
212,1083.3969,446.0286
216,1077.1523,446.461
220,1075.4023,440.7568
224,1075.3168,444.6929
228,1074.7322,450.4006
232,1078.0132,439.299
236,1087.6049,448.461
240,1078.5764,445.4325
244,1087.7537,447.5509
248,1081.8451,437.8513
252,1079.8231,435.0531
256,1075.3126,439.2565
260,1089.7638,428.3211
264,1088.0763,437.893
268,1081.3405,445.1195
272,1081.7478,447.8282
276,1087.9102,442.485
280,1084.2085,432.761
284,1081.3981,433.8599
288,1087.9523,433.7536
292,1076.2126,438.9155
296,1086.4534,442.3616
300,1088.6762,441.3917
304,1088.9846,438.8668
308,1084.7017,437.6579
312,1091.3331,435.5796
316,1083.0561,432.6628
320,1088.1668,432.2935
324,1081.8701,433.6733
328,1088.3974,445.1382
332,1098.4525,426.1333
336,1083.301,435.8257
340,1080.6115,432.0256
344,1091.8427,431.0885
348,1092.1545,433.5548
352,1084.7527,433.516
356,1093.1592,439.5739
360,1087.5243,437.5463
364,1091.2942,422.0014
368,1088.816,431.4806
372,1089.6332,438.7649
376,1087.0353,443.6007
380,1080.5901,436.6967
384,1085.6292,440.0944
388,1088.0938,432.3096
392,1083.9601,442.0578
396,1109.7548,455.4383
400,1167.0907,479.0053
404,1234.0059,525.0404
408,1285.225,571.6558
412,1318.7624,602.8132
