TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,,
84,,
88,,
92,949.4952,486.3008
96,969.7472,502.2261
100,1008.7486,502.9253
104,,
108,,
112,1135.879,504.1136
116,,
120,,
124,1152.5526,524.669
128,,
132,,
136,1140.2779,525.8029
140,,
144,,
148,1136.2299,524.2398
152,,
156,,
160,1156.9738,512.0418
164,1158.8434,518.3391
168,1158.8923,505.2371
172,1146.7373,514.0878
176,1149.7723,512.9407
180,1153.0383,523.3299
184,1147.3487,512.5377
188,1138.2492,516.2379
192,1147.4471,498.9639
196,1129.3433,517.2436
200,1136.6142,516.7505
204,1141.4257,518.6049
208,1141.1678,507.9716
212,,
216,1133.863,520.4113
220,,
224,1147.289,505.7825
228,1148.8751,523.0653
232,1129.3275,510.3339
236,1130.8867,515.8245
240,1130.6502,528.2071
244,1129.1191,518.3078
248,1136.2932,522.8475
252,1128.8881,520.3953
256,1140.99,519.4292
260,1132.5703,510.5945
264,1141.3743,514.5518
268,1138.0848,525.3836
272,1141.0252,520.0163
276,1134.564,519.3912
280,1143.9503,510.9841
284,1138.4082,523.0904
288,1143.2679,513.2496
292,1142.7193,526.7112
296,1142.4098,515.7762
300,1142.796,516.1622
304,1143.1281,509.6281
308,1123.7826,517.4054
312,1131.6388,514.6604
316,1130.9956,514.0225
320,1129.7042,521.3609
324,1128.2986,514.2381
328,1133.9486,519.292
332,1131.6454,519.5733
336,1131.4918,516.4672
340,1134.7142,517.2964
344,1136.1346,509.9777
348,1153.0681,512.9112
352,1190.7702,511.4773
356,1255.5484,515.6982
360,1322.8582,524.8162
364,1358.7342,531.4843
368,1374.2749,530.4965
372,1412.2306,533.406
376,1462.2876,554.1599
380,1480.8338,554.0906
384,1486.7045,560.5878
388,1463.1084,561.1405
392,1444.3286,552.4337
396,1452.0569,548.1867
400,1463.8955,540.079
404,1460.5122,547.7112
