TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,961.3591,566.305
84,919.1711,618.6555
88,,
92,,
96,,
100,,
104,,
108,,
112,,
116,,
120,,
124,,
128,,
132,1062.3631,840.381
136,,
140,,
144,934.1698,581.7609
148,,
152,,
156,,
160,824.9455,980.3579
164,939.397,617.5818
168,,
172,,
176,,
180,945.075,572.2469
184,1050.2608,635.4067
188,,
192,,
196,,
200,,
204,,
208,,
212,971.0332,620.6166000000001
216,1071.2796,636.2423
220,1020.3197,724.0063
224,,
228,,
232,890.8115,609.2921
236,964.2395,601.2675
240,,
244,,
248,,
252,,
256,,
260,,
264,1002.0677,676.5777
268,953.339,587.7496
272,,
276,,
280,,
284,872.5855,608.0884
288,955.8014,631.9672
292,,
296,,
300,1138.3748,786.1847
304,,
308,,
312,,
316,,
320,,
324,,
328,,
332,,
336,,
340,,
344,,
348,1092.0406,721.0031
352,,
356,,
360,888.0397,682.2862
364,,
368,,
372,,
376,,
380,,
384,,
388,,
392,,
396,,
400,,
404,,
408,,
412,,
416,,
420,,
424,,
428,,
432,,
436,,
440,,
444,,
448,973.1439,608.6886
452,,
456,,
460,,
464,,
468,551.9118000000001,1070.7272
472,,
476,1054.4425,681.8738
480,,
484,985.1505,695.0992
488,900.3999,586.4673
492,,
496,,
500,,
504,1038.3863,628.3184
508,941.5818,602.4804
512,,
516,943.7784,654.6289
520,,
524,,
528,,
532,,
536,1008.8158,758.2921
540,,
544,,
548,,
552,,
556,991.0185,720.9929999999999
560,,
564,,
568,792.2776,677.763
572,,
576,,
580,,
584,,
588,992.1682,693.3313
592,1236.0731,893.7199
596,940.7851,618.8259
600,,
604,,
608,,
612,1135.6277,739.1175000000001
616,,
620,970.0003,634.0989
624,871.4602,660.9288
628,,
632,,
636,,
640,,
644,972.7744,586.8905
648,,
652,,
656,,
660,,
664,,
668,,
672,,
676,,
